product_id,booktitle,author,price,current_price,quantity,category,n_review,avg_rating,pages,publisher,mainImage[0].url,1,language[0],,,discount
7622,Kỳ Án Siêu Nhiên - Tập 02,Kyo Shirodaira,96000,67001,137,Others,7,4.3,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/97/bb/a1/9904ef905edd9516349626586882b064.jpg,0.2,Vietnamese (Tiếng Việt),,,20
9304,Hung Khí Hoàn Mỹ,Higashino Keigo,99000,55300,2105,Truyện trinh thám,494,4.8,300,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/33/a2/1b/dbd76d2b6224a939832cd8a378b94b51.jpg,0.4,Vietnamese (Tiếng Việt),,,40
8611,Blue Flag Tập 7 [Tặng Kèm Bookmark PVC],Kaito,91000,59001,94,Others,4,5,244,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/8e/39/16/e80b59289525ddd27ed7615e798c1f2a.jpg,0,Vietnamese (Tiếng Việt),,,0
9908,Ali Và NiNo,Kurban Said,120000,77001,250,Tiểu Thuyết,26,4.8,208,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/82/1d/55/2005a03058c1c9404f669191d9772408.jpg,0.4,Vietnamese (Tiếng Việt),,,40
9017,Câu chuyện pháp luật và hình phạt theo dòng thời gian,Jiří Linhart,239000,156000,79,Kiến thức - Bách khoa,3,5,58,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/1a/c7/55/afbccd0c0e753ac2a45b0a9def949d91.jpg,0.4,Vietnamese (Tiếng Việt),,,40
5994,7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) (Tái Bản),Stephen R. Covey,115000,96500,304,Sách kỹ năng làm việc,40,5,536,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/98/17/52/65c2b707a53f2cdbbf206c3503eddd47.png,0.2,Vietnamese (Tiếng Việt),,,20
5563,Dưới Hiên Nhà Bà Già Đọc Boyslove - 5,Tsurutani Kaori,138000,89001,234,Others,25,5,178,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/35/80/5f/335b943722f10db1e1242cf647361d7d.jpg,0.15,Vietnamese (Tiếng Việt),,,15
6634,Sách ID Tiếng ANh cho người mới bắt đầu- Cô Trang Anh,Trang Anh,90000,78300,2126,Sách Học Tiếng Anh,493,4.7,466,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/c0/e6/cf/a0feaf68ab6e5ad5f8e628d07f882469.jpg,0.13,Vietnamese (Tiếng Việt),,,13
7667,"UNNAMED MEMORY – Hồi ức không tên
(Tập 1: Nguyệt lam phù thuỷ và hoàng tử bị nguyền rủa)",Kuji Furumiya,85000,60600,200,Others,42,4.8,464,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/75/1b/bd/85d43a9815523cbf0658c7084d0f79f0.jpg,0.26,Vietnamese (Tiếng Việt),,,26
7522,Anh Em Phi Hành Gia - Tập 38,Chuya Koyama,96000,57600,93,Others,3,5,204,NXB Trẻ,https://salt.tikicdn.com/ts/product/6b/b6/c4/e96295ef6c4dc6c2c1ae0764c62e02db.jpg,0.2,Vietnamese (Tiếng Việt),,,20
8045,Sách Đường Xưa Mây Trắng - Theo Gót Chân Bụt (Tái bản năm 2020) (Bìa mềm/ Câu Chuyện Thú Vị Về Bụt/ Tặng Kèm Bookmark),Unknown,499000,499000,230,Others,22,5,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/d3/c5/41/af74872ab5210e3ea1618e83c8f94eb5.jpg,0,Vietnamese (Tiếng Việt),,,0
6177,Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản),W.Chan Kim,356000,284800,1620,"Sách quản trị, lãnh đạo",242,4.8,344,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/26/50/bc/4c256f7ef7671d65ee3c2117ac10b901.jpg,0.35,Vietnamese (Tiếng Việt),,,35
8724,Ở Quán Cà Phê Của Tuổi Trẻ Lạc Lối (Tái Bản),Unknown,108000,59500,2563,Truyện ngắn - Tản văn - Tạp Văn,341,4.8,153,Unknown,https://salt.tikicdn.com/ts/product/f4/95/89/e31e516898b3e30a9ff5abc092e85d5c.jpg,0.4,Vietnamese (Tiếng Việt),,,40
7339,Đời Ngắn Đừng Ngủ Dài (Tái Bản),Robin Sharma,355000,256200,44164,Others,3073,4.8,228,Unknown,https://salt.tikicdn.com/ts/product/d4/cc/86/2a060e2ba9e84005fe5fe2fa617b57ee.jpg,0.26,Vietnamese (Tiếng Việt),,,26
9934,Những Ngã Tư Và Những Cột Đèn,Trần Dần,35000,28000,567,Truyện ngắn - Tản văn - Tạp Văn,87,5,650,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c5/17/2a/c89f2dc751b1e1964206ba33466bdf98.jpg,0.2,Vietnamese (Tiếng Việt),,,20
9624,Chào Mừng Đến Lớp Học Đề Cao Thực Lực - 4,Kinugasa Syougo,150000,90000,245,Light novel,29,5,356,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/86/15/5d/b24e0a27c9bef0b3d53a784f95492e88.jpg,0.2,Vietnamese (Tiếng Việt),,,20
9916,Shaman King - Tập 21,Hiroyuki Takei,45000,45000,145,Others,6,4.3,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/14/89/84/b6270a741c09159c76ad41602e5c34cf.jpg,0.13,Vietnamese (Tiếng Việt),,,13
9752,Thần Số Học,Hans Decoz,125000,75000,1339,Sách Chiêm Tinh - Horoscope,199,4.8,392,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/58/ef/43/7ce160568e9fa737f73e7ef0613ad15d.jpg,0.3,Vietnamese (Tiếng Việt),,,30
8064,Cơ Duyên Của Cáo,Minazuki Akira,108000,64800,221,Others,50,5,164,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/9a/ec/88/af0a9726015c74a851af109570002c56.jpg,0.26,Vietnamese (Tiếng Việt),,,26
8723,Vừa Nhắm Mắt Vừa Mở Cửa Số,Nguyễn Ngọc Thuần,250000,199000,822,Văn học thiếu nhi,79,5,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/c5/3f/9b/231139a300c4a1d120c619b860da1449.jpg,0.27,Vietnamese (Tiếng Việt),,,27
6206,"Làm Cha Mẹ Tỉnh Thức - Chuyển Hóa Bản Thân, Trao Quyền Cho Con Cái",Tiến sĩ Shefali Tsabary,58000,49200,6162,Sách Làm Cha Mẹ,743,5,312,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/6a/e9/2b/289d22b590022a62cf4ae74506bfb2b3.jpg,0.3,Vietnamese (Tiếng Việt),,,30
3203,Và Rồi Núi Vọng,Khaled Hosseini,149000,129000,1089,Tiểu Thuyết,224,5,512,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/df/36/d9/b067ce3b894d2d1c3192ea78682f690b.jpg,0.4,Vietnamese (Tiếng Việt),,,40
8673,"Gửi Em, Người Bất Tử - Tập 16",Yoshitoki Oima,139000,102800,53,Others,4,5,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/5c/5a/00/80648042a85c3468539a4dd1a4a93291.jpg,0.13,Vietnamese (Tiếng Việt),,,13
1681,Tư Duy Nhanh Và Chậm (Bản mới nhất 2020),Daniel Kahneman,45000,36000,874,Bài học kinh doanh,182,4.8,612,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a4/a4/32/ab9064871804d5ebfe07a39b9b431519.jpg,0.35,Vietnamese (Tiếng Việt),,,35
463,"Gửi Em, Người Bất Tử - Tập 15",Yoshitoki Oima,270500,270500,119,Others,6,5,200,NXB Trẻ,https://salt.tikicdn.com/ts/product/35/4f/97/9282ff4f91e0a6c69e64c006ed69aec4.jpg,0.13,Vietnamese (Tiếng Việt),,,13
1530,One Piece - Tập 100 :  Haki Bá vương,Eiichiro Oda,239000,156000,2712,Others,527,5,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/84/dc/64/a069f9e2b926e28cfc15da7c8e19850b.jpg,0,Vietnamese (Tiếng Việt),,,0
1107,Nghệ Thuật Bán Hàng Bậc Cao - Bí Quyết Chốt Deal Mọi Thời Đại (Khổ Lớn)(Tái Bản),Zig Ziglar,59000,35400,588,Sách Marketing - Bán hàng ,58,5,504,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/bf/89/81/318903abe7183f633d87089262501ca7.jpg,0.43,Vietnamese (Tiếng Việt),,,43
379,Hackers Ielts: Writing,Viện ngôn ngữ Hackers,75000,55500,6892,Sách Học Tiếng Anh,1149,4.8,452,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/51/1e/85/7793d19ae470e25f1ab0cf3455ed8d62.jpg,0.35,Vietnamese (Tiếng Việt),,,35
471,Thám tử lừng danh Conan Tập 99,Gosho Aoyama,200000,160000,5491,Others,1396,5,184,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/f0/bd/00/0c66fb626acd661f81799bde24dd9e47.jpg,0,Vietnamese (Tiếng Việt),,,0
4317,Chuyện Con Ốc Sên Muốn Biết Tại Sao Nó Chậm Chạp (Tái Bản),Luis Sepulveda,120000,95900,5828,Others,301,4.8,82,Unknown,https://salt.tikicdn.com/ts/product/15/f3/ee/a959ae23fcedf4f09ca61f1929ac3b94.jpg,0.4,Vietnamese (Tiếng Việt),,,40
560,Vụ Án Mạng Ở Nhà Khách Núi Hakuba,Higashino Keigo,35000,30400,3214,Truyện trinh thám,760,4.8,336,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/32/aa/12/a6314310c71255548840e62b323877c4.jpg,0.4,Vietnamese (Tiếng Việt),,,40
1210,Quân Vương (Tái Bản),Machiavelli,219000,153000,2443,Tiểu sử - Hồi ký,283,4.8,215,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/6c/cc/4c/a9ee7c5e7cde9363d9d36e2132fa7784.jpg,0.4,Vietnamese (Tiếng Việt),,,40
5101,Thiên Môn Chi Tâm,Phương Bạch Vũ,199000,147000,512,Tiểu Thuyết,26,4.5,252,Unknown,https://salt.tikicdn.com/ts/product/64/c5/3d/fd30c909fe2c74e61f9734214f720cff.jpg,0.8,Vietnamese (Tiếng Việt),,,80
2136,Shaman King - Tập 20,Hiroyuki Takei,75000,55000,220,Others,15,5,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/60/83/57/c037cd30f0625151e9699d54b3887682.jpg,0.13,Vietnamese (Tiếng Việt),,,13
4148,Một năm sống tử tế,Donna Cameron,139000,97300,64,Tác phẩm kinh điển,5,5,422,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/14/e8/7c/b3931b10cba36e1bac2f4a835df0f73d.jpg,0.4,Vietnamese (Tiếng Việt),,,40
672,Blue Flag - Tập 6,Unknown,148000,88800,177,Others,15,5,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/b1/20/b1/cea39d49a09ba94fb1e8f178a6929f28.jpg,0.07,Vietnamese (Tiếng Việt),,,7
1928,Không Giới Hạn - Khám Phá HO'OPONOPONO,Joe Vitale,30000,26100,11789,Others,1633,5,304,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/54/c8/f8/852db0cf479b5761b8be1fd4dd2df043.jpg,0.17,Vietnamese (Tiếng Việt),,,17
829,Content Bạc Tỷ,Diệp Tiểu Ngư,269000,174850,3533,Sách Marketing - Bán hàng ,578,4.8,384,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/b3/61/44/f103a78dc233bed540c53ad0ff4eb9fe.jpg,0.32,Vietnamese (Tiếng Việt),,,32
4051,999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản),Miêu Công Tử,30000,26100,4660,Others,778,4.8,232,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/be/09/77/318235602423372f040b3493abf4efca.jpg,0.3,Vietnamese (Tiếng Việt),,,30
901,Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn,William B. Irvine,22000,21900,1223,Sách nghệ thuật sống đẹp,125,4.8,372,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/ec/0d/db/881ef8e65256f339b31a35ae03c5de75.jpg,0.3,Vietnamese (Tiếng Việt),,,30
330,Hoàng Tử Bé (Tái Bản 2022),Antoine De Saint-Exupéry,198000,112800,1142,Truyện kể cho bé,143,5,112,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/2b/fd/60/96a7a7b9b2a7fac4cc1600918c59b8cf.jpg,0.14,Vietnamese (Tiếng Việt),,,14
2630,Người Hướng Nội Trong Thế Giới Hướng Ngoại,Insook Nam,239000,156000,280,Others,22,5,200,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/45/e2/26/528d8f28cb1d3c30779f15684a215c85.jpg,0.2,Vietnamese (Tiếng Việt),,,20
410,Chúng Ta Sẽ Nói Gì Khi Gặp Lại Nhau,TS. Nguyễn Thị Hậu,20000,20000,459,Lĩnh vực khác,11,3.9,164,Unknown,https://salt.tikicdn.com/media/catalog/product/c/h/chung-ta.jpg,0.8,Vietnamese (Tiếng Việt),,,80
467,Tâm Lý Học Biểu Cảm,Mã Hạo Thiên,39000,23400,6134,Others,1332,5,252,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/0f/b5/c3/0fd8f6c4b9b8070d747465351a02a9b3.jpg,0.36,Vietnamese (Tiếng Việt),,,36
779,"Sự Thông Minh Trong Hài Hước: Nói Tinh Tế, Dễ Vào Tim",Unknown,138000,82800,72,Others,0,0,247,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/55/11/4a/d9aa2f398ca67fba315157c6b589655a.jpg,0,Vietnamese (Tiếng Việt),,,0
9795,Nghệ Thuật Bán Hàng Của Người Hướng Nội,Matthew Pollard,68000,40800,2802,Sách kỹ năng làm việc,0,0,220,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/47/dc/e0/7f71fa3092d60e88e3f9ad6ef85de2c8.jpg,0.15,Vietnamese (Tiếng Việt),,,15
1055,How Food Works - Hiểu Hết Về Thức Ăn,Unknown,325000,292500,5848,Sách Học Tiếng Anh,626,4.7,255,Unknown,https://salt.tikicdn.com/ts/product/df/65/5d/c24f97487071d8c2440ce2996514a0ae.jpg,0.4,Vietnamese (Tiếng Việt),,,40
540,"The Mountain Is You - Nếu Không Giải Quyết Vấn Đề, Bạn Sẽ Trở Thành Vấn Đề",Brianna Wiest,77000,15400,2802,Others,0,0,303,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/4a/59/e8/e3ab2c1fdc09924562243217fcadf17b.jpg,0.2,Vietnamese (Tiếng Việt),,,20
273,"Giải Thích Ngữ Pháp Tiếng Anh Với Bài Tập Và Đáp Án (TB 2022) - Tác giả Mai Lan Hương, Hà Thanh Uyên ","Mai Lan Hương, Hà Thanh Uyên",35000,30400,2092,Sách Học Tiếng Anh,464,5,560,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/a9/cb/fa/f8b01cfecf8f99ecfac6823eb065a599.jpg,0.35,Vietnamese (Tiếng Việt),,,35
407,Cuộc Đời Của Pi ( Tái Bản 2019),Yann Martel,168000,100800,1976,Sách Marketing - Bán hàng ,191,4.8,455,Unknown,https://salt.tikicdn.com/ts/product/68/d6/6f/ef7298bf99e9dc6de5f7162666d6e972.jpg,0.2,Vietnamese (Tiếng Việt),,,20
1936,Cảm Ơn Anh Đã Đánh Mất Em,Trí,45000,42000,2889,Truyện ngắn - Tản văn - Tạp Văn,442,5,256,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/25/34/39/8a3e46aa65da8b88b0c5351aa8f48af2.jpg,0.3,Vietnamese (Tiếng Việt),,,30
1843,Dám Hạnh Phúc,Koga Fumitake,149000,123000,6711,Truyện dài,517,4.8,299,Unknown,https://salt.tikicdn.com/ts/product/47/bf/82/36d16def99eafa5db9b2e3cf2efd0f43.jpg,0.4,Vietnamese (Tiếng Việt),,,40
249,Nghệ Thuật PR Bản Thân (Tái Bản 2018),Austin Kleon,149000,101000,3698,Sách kỹ năng làm việc,191,4.7,222,Unknown,https://salt.tikicdn.com/ts/product/1d/a8/78/6d12be73f51a31e88c880750930954b1.jpg,0.37,Vietnamese (Tiếng Việt),,,37
468,Ngôi Sao Vườn Nữ Sinh - Tập 2,Yama Wayama,129000,90001,360,Others,40,5,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/50/be/20/b1932063fd30a22a3ef358f32857a5c8.jpg,0.1,Vietnamese (Tiếng Việt),,,10
2857,Những Gì Đã Qua Đừng Nghĩ Lại Quá Nhiều,Minh Mẫn - Du Phong,169000,118300,181,Truyện ngắn - Tản văn - Tạp Văn,12,4.7,208,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/a2/cb/35/1a72e3df4fb6bdc5b76b240aeb80c9c8.jpg,0.41,Vietnamese (Tiếng Việt),,,41
1112,Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark),Thought Catalog,35000,30100,3281,Truyện ngắn - Tản văn - Tạp Văn,453,4.8,160,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/5e/f8/bf/4a0f0f55c62257eca3e3b39fc69185f9.jpg,0.25,Vietnamese (Tiếng Việt),,,25
3767,Yêu Những Ngày Nắng Chẳng Ghét Những Ngày Mưa,Kulzsc,105000,84100,3940,Others,736,5,168,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/7f/9a/63/4a0aee6548dfa4f7ae9f95c1c46b983c.jpg,0.37,Vietnamese (Tiếng Việt),,,37
696,Kim Bình Mai (Trọn Bộ 3 Tập),Lan Lăng Tiếu Tiếu sinh,50000,10000,2802,Tác phẩm kinh điển,0,0,140,Unknown,https://salt.tikicdn.com/media/catalog/product/k/i/kim-binh-mai.u547.d20161014.t103732.685857.jpg,0.15,Vietnamese (Tiếng Việt),,,15
712,Những Người Đàn Ông Không Có Đàn Bà (Tái Bản),Haruki Murakami,98000,63001,1138,Truyện ngắn - Tản văn - Tạp Văn,212,4.8,272,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/9d/e9/50/1fcfbdd923b383f2af0a088a5e3bdfd4.jpg,0.4,Vietnamese (Tiếng Việt),,,40
108,Hẹn Nhau Phía Sau Tan Vỡ,An ,139000,139000,5688,Truyện ngắn - Tản văn - Tạp Văn,1351,4.8,232,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/26/47/ed/1b71072e67efb0da20acc3a6e2371c86.jpg,0.39,Vietnamese (Tiếng Việt),,,39
1011,Nỗi buồn chiến tranh,Bảo Ninh,119000,101000,398,Tiểu sử - Hồi ký,51,5,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/5d/9b/ea/cc61ab0dd4ed7f00589fc7c49d7ca1dd.jpg,0.31,Vietnamese (Tiếng Việt),,,31
436,Sách Seneca: Những Bức Thư Đạo Đức – Chủ nghĩa Khắc kỷ trong đời sống - Tập 1,Lucius Annaeus Seneca,300000,180000,2176,Others,399,4.8,338,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/72/e7/e2/75c26e99818a6010ce9074c6229abe2d.jpg,0.03,Vietnamese (Tiếng Việt),,,3
941,Và Sao Không Thể Hết Yêu Em?,Nhiều tác giả,148000,118400,86,Others,7,4.6,168,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/59/80/84/cf537cf41ddd31fc9db3bcf7fc5cfb1a.jpg,0.37,Vietnamese (Tiếng Việt),,,37
1073,Thùng 48 hộp sữa tươi tiệt trùng có đường TH True Milk 180ml (180ml x 48),Unknown,220000,143000,1372,Others,117,5,456,Unknown,https://salt.tikicdn.com/ts/product/66/33/87/5c2c536ba003912179e0cddd29ac59d7.png,0.05,Vietnamese (Tiếng Việt),,,5
763,Tổng ôn ngữ pháp Tiếng Anh cô Trang Anh- Sách luyện thi THPT Quốc gia môn tiếng anh ,Trang Anh,110000,88100,7154,Others,2407,4.8,606,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/25/6d/21/02099ba8b169e9d8766500fb6ab5fea9.jpg,0.32,Vietnamese (Tiếng Việt),,,32
1544,Bạn Càng Mạnh Mẽ Thế Giới Càng Công Bằng (Vượt Qua Rào Cản Tâm Lý Để Thành Công Trong Công Việc),Patrick King,99000,69001,891,Others,104,5,200,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/72/51/19/b946bbcaf7522325449839aa14eb302b.jpg,0.35,Vietnamese (Tiếng Việt),,,35
78,EQ - Trí Thông Minh Xúc Cảm Trong Công Việc,Justin Bariso,110000,66000,4960,Others,643,4.7,336,Unknown,https://salt.tikicdn.com/ts/product/b9/ee/95/ba00c39e85b469f158546adc6a879b9e.jpg,0.29,Vietnamese (Tiếng Việt),,,29
3184,Từng Bước Nở Hoa Sen,Thích Nhất Hạnh,99000,62370,6839,Others,640,5,120,Unknown,https://salt.tikicdn.com/ts/product/81/fa/10/d8966af4ec34c97fa22e4422b7b5ca42.jpg,0.33,Vietnamese (Tiếng Việt),,,33
527,Tôi Thích Bản Thân Nỗ Lực Hơn (Ấn Bản Kỷ Niệm),Chu Xung,50000,45100,1458,Truyện ngắn - Tản văn - Tạp Văn,244,4.8,380,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/89/c6/99/61b42a06921b96d525ae5c2bbea077a8.jpg,0.3,Vietnamese (Tiếng Việt),,,30
531,Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm - Tập 14,Wataru WATARI,98000,58000,128,Light novel,21,5,516,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/83/d4/c4/2531a530309b9c51db1612bfedca9836.jpg,0.26,Vietnamese (Tiếng Việt),,,26
7898,Black Jack Tập 15 (Bìa Cứng),Osamu Tezuka,72000,54000,183,Others,13,5,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/57/49/21/ce16a30e64bf5343ab4c0aca0310bc9b.jpg,0.15,Vietnamese (Tiếng Việt),,,15
120,OSHO - Hiểu - Đường Đến Tự Do,Osho,132000,83001,911,Sách nghệ thuật sống đẹp,121,5,368,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/media/catalog/producttmp/38/2b/7c/3f7d16217d15b7b0030c9577b8c2cec8.jpg,0.34,Vietnamese (Tiếng Việt),,,34
426,Đường Mây Qua Xứ Tuyết (Tái Bản),Lama Anagarika Govinda,340000,289000,547,Others,81,5,320,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/3c/ea/c1/f99f98f27c54ca06417ec962574cf22f.jpg,0.34,Vietnamese (Tiếng Việt),,,34
4468,The Design Thinking Playbook- Thực Hành Tư Duy Thiết Kế,Michael Patrick Larry,100000,60000,1988,Sách kỹ năng làm việc,340,4.8,352,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/15/eb/5b/a2c18d34ffaa6317dc61ae495442b7df.jpg,0.37,Vietnamese (Tiếng Việt),,,37
1005,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition - Tập 11,Nhiều tác giả,86000,52320,325,Others,37,5,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/5a/a9/4d/fd00a4c1927f1e6b0dbaf7c64ae6cb01.jpg,0.07,Vietnamese (Tiếng Việt),,,7
820,Combo 10 Cuốn: Chuyện Xóm Gà,Christian Jolibois,130000,90100,1101,Others,192,5,456,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/7e/26/6b/34e50031406e666edbae89b86919fd48.jpg,0.42,Vietnamese (Tiếng Việt),,,42
7496,Chuyện Con Chó Tên Là Trung Thành,Luis Sepulveda,149000,145000,526,Văn học thiếu nhi,47,5,95,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/32/6a/e6/04638df496da8a3ee4eca72529dff602.jpg,0.4,Vietnamese (Tiếng Việt),,,40
6047,Người con,Georges Simenon,88000,55321,89,Truyện trinh thám,5,5,265,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/8b/66/25/51eb51cbc615b3f36e39af8c3a21e427.jpg,0.4,Vietnamese (Tiếng Việt),,,40
961,Hành Trình Về Phương Đông (Khổ Nhỏ)(Tái Bản),Baird T. Spalding,406800,386000,1291,Others,231,5,360,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/65/5b/02/ea722951c8c15b72a6cbba71b71f50ef.jpg,0.34,Vietnamese (Tiếng Việt),,,34
4898,ĐƯỜNG XƯA MÂY TRẮNG BÌA CỨNG,Unknown,250000,169000,3,Others,1,5,456,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/b3/dd/f5/f889095c5f0d954f4103c9d777f3475b.jpg,0,Vietnamese (Tiếng Việt),,,0
3197,Tôi Tự Học,Thu Giang Nguyễn Duy Cần,110000,71100,757,Others,85,5,392,NXB Trẻ,https://salt.tikicdn.com/ts/product/83/56/a4/4e30567a5485849e3a041aa38defd868.jpg,0.26,Vietnamese (Tiếng Việt),,,26
200,Tiếp Thị 5.0: Công Nghệ Vị Nhân Sinh,Philip Kotler,129000,91100,2792,Sách kỹ năng làm việc,366,5,306,NXB Trẻ,https://salt.tikicdn.com/ts/product/8a/9b/2e/78227a90089e080276831d7c80397a28.jpg,0.27,Vietnamese (Tiếng Việt),,,27
2926,Migi & Dali - Tập 7,Nami Sano,75000,50200,147,Others,9,5,200,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/0c/d9/b9/3636f737ee250e3452b7b4a2707cab01.jpg,0.03,Vietnamese (Tiếng Việt),,,3
2314,Không Đến Một (Tái Bản - Bìa Cam),Peter Thiel,120000,84001,1824,Others,263,5,276,NXB Trẻ,https://salt.tikicdn.com/ts/product/71/4a/7c/76cf7ff0783eafef6708c5eb4c387e67.jpg,0.29,Vietnamese (Tiếng Việt),,,29
4277,Cẩm Nang Chăm Sóc Bé Sơ Sinh (Bữa Ăn Và Giấc Ngủ),Hachun Lyonnet (Hà Chũn),179000,132400,237,Sách Làm Cha Mẹ,18,5,64,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/ca/d0/91/3ff2e9f86113f495e5e0ea8c8f522563.jpg,0.3,Vietnamese (Tiếng Việt),,,30
4473,Bá Tước Tiểu Thư - Tập 7,Chieko Hosokawa,135000,115000,118,Others,8,5,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/99/90/27/cd988018d3683c60bbbb5d3f74e72b37.jpg,0.06,Vietnamese (Tiếng Việt),,,6
3425,Lối Sống Tối Giản Của Người Nhật (Tái Bản),Sasaki Fumio,168000,110800,1711,Sách nghệ thuật sống đẹp,259,4.8,298,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/67/01/c0/cc0790366e7b5cc9d3f7fbb95631462d.jpg,0.3,Vietnamese (Tiếng Việt),,,30
